id,source_id,target_id,relation_type,direction,description,status,evidence,notes,tags
REL-AUTO-0213,AGENT-COORDINATOR,DOC-ARCH-SOURCE-OF-TRUTH,depends_on,outbound,Used-by reverse dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0214,DOC-ARCH-SOURCE-OF-TRUTH,DOC-ARCH-README,contains,outbound,Parent contains child node (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #hierarchy
REL-AUTO-0215,DOC-ARCH-README,DOC-ARCH-SOURCE-OF-TRUTH,depends_on,outbound,Node dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0216,AGENT-COORDINATOR,DOC-ARCH-README,depends_on,outbound,Used-by reverse dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0217,FEAT-MGMT-DEPT-CATALOG,API-DEPARTMENTS-LIST,contains,outbound,Parent contains child node (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #hierarchy
REL-AUTO-0218,API-DEPARTMENTS-LIST,DB-WORKSPACE-DEPARTMENTS,depends_on,outbound,Node dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0219,COMP-MANAGEMENT-ROUTE,API-DEPARTMENTS-LIST,depends_on,outbound,Used-by reverse dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0220,COMP-SHELL,API-DEPARTMENTS-LIST,depends_on,outbound,Used-by reverse dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0221,FEAT-MGMT-DEPT-CATALOG,API-DEPARTMENTS-CREATE,contains,outbound,Parent contains child node (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #hierarchy
REL-AUTO-0222,API-DEPARTMENTS-CREATE,DB-WORKSPACE-DEPARTMENTS,depends_on,outbound,Node dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0223,COMP-MANAGEMENT-ROUTE,API-DEPARTMENTS-CREATE,depends_on,outbound,Used-by reverse dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0224,FEAT-MGMT-DEPT-CATALOG,API-DEPARTMENTS-UPDATE,contains,outbound,Parent contains child node (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #hierarchy
REL-AUTO-0225,API-DEPARTMENTS-UPDATE,DB-WORKSPACE-DEPARTMENTS,depends_on,outbound,Node dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0226,COMP-MANAGEMENT-ROUTE,API-DEPARTMENTS-UPDATE,depends_on,outbound,Used-by reverse dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0227,FEAT-MGMT-DEPT-CATALOG,DB-WORKSPACE-DEPARTMENTS,contains,outbound,Parent contains child node (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #hierarchy
REL-AUTO-0228,DB-WORKSPACE-DEPARTMENTS,API-DEPARTMENTS-LIST,depends_on,outbound,Node dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0229,DB-WORKSPACE-DEPARTMENTS,API-DEPARTMENTS-CREATE,depends_on,outbound,Node dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0230,DB-WORKSPACE-DEPARTMENTS,API-DEPARTMENTS-UPDATE,depends_on,outbound,Node dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0231,COMP-SHELL,DB-WORKSPACE-DEPARTMENTS,depends_on,outbound,Used-by reverse dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0232,FEAT-MGMT-DEPT-CATALOG,COMP-MANAGEMENT-ROUTE,contains,outbound,Parent contains child node (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #hierarchy
REL-AUTO-0233,COMP-MANAGEMENT-ROUTE,COMP-CC-DATA-TABLE,depends_on,outbound,Node dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0234,COMP-SHELL,COMP-MANAGEMENT-ROUTE,depends_on,outbound,Used-by reverse dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0235,COMP-SHELL,ROUTE-REGISTRY,depends_on,outbound,Node dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0236,COMP-SHELL,ROUTE-REGISTRY,contains,outbound,Parent contains child node (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #hierarchy
REL-AUTO-0237,ROUTE-REGISTRY,DOC-WEB-LAYER-OWNERSHIP,depends_on,outbound,Node dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0238,COMP-MANAGEMENT-ROUTE,UI-MGMT-DEPARTMENT-FORM,contains,outbound,Parent contains child node (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #hierarchy
REL-AUTO-0239,UI-MGMT-DEPARTMENT-FORM,COMP-MANAGEMENT-ROUTE,depends_on,outbound,Node dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0240,UI-MGMT-DEPARTMENT-FORM,API-DEPARTMENTS-CREATE,depends_on,outbound,Node dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0241,COMP-MANAGEMENT-ROUTE,UI-MGMT-DEPARTMENT-FORM,depends_on,outbound,Used-by reverse dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0242,FEAT-MGMT-DEPT-CATALOG,UI-MGMT-DEPARTMENT-FORM,contains,outbound,Node contains child node (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #hierarchy
REL-AUTO-0243,FEAT-MGMT-DEPT-CATALOG,DOC-DMS-ARCH,depends_on,outbound,Node dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0244,COMP-SHELL,FEAT-MGMT-DEPT-CATALOG,depends_on,outbound,Used-by reverse dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0245,FEAT-MGMT-DEPT-CATALOG,DOC-MGMT-DEPT-CONTRACT,contains,outbound,Parent contains child node (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #hierarchy
REL-AUTO-0246,AGENT-COORDINATOR,DOC-MGMT-DEPT-CONTRACT,depends_on,outbound,Used-by reverse dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0247,DOC-ARCH-SOURCE-OF-TRUTH,DOC-DMS-ARCH,contains,outbound,Parent contains child node (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #hierarchy
REL-AUTO-0248,DOC-DMS-ARCH,DOC-ARCH-SOURCE-OF-TRUTH,depends_on,outbound,Node dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0249,AGENT-COORDINATOR,DOC-DMS-ARCH,depends_on,outbound,Used-by reverse dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0250,DOC-ARCH-SOURCE-OF-TRUTH,DOC-WEB-LAYER-OWNERSHIP,contains,outbound,Parent contains child node (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #hierarchy
REL-AUTO-0251,DOC-WEB-LAYER-OWNERSHIP,DOC-ARCH-SOURCE-OF-TRUTH,depends_on,outbound,Node dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0252,COMP-SHELL,DOC-WEB-LAYER-OWNERSHIP,depends_on,outbound,Used-by reverse dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0253,FEAT-OPERATIONS-WORK-ITEMS,API-OPERATIONS-WORK-ITEMS,contains,outbound,Parent contains child node (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #hierarchy
REL-AUTO-0254,API-OPERATIONS-WORK-ITEMS,DB-TASK,depends_on,outbound,Node dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0255,COMP-OPERATIONS-ROUTE,API-OPERATIONS-WORK-ITEMS,depends_on,outbound,Used-by reverse dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0256,FEAT-OPERATIONS-WORK-ITEMS,API-OPERATIONS-CREATE-WORK-ITEM,contains,outbound,Parent contains child node (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #hierarchy
REL-AUTO-0257,API-OPERATIONS-CREATE-WORK-ITEM,DB-TASK,depends_on,outbound,Node dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0258,COMP-OPERATIONS-ROUTE,API-OPERATIONS-CREATE-WORK-ITEM,depends_on,outbound,Used-by reverse dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0259,FEAT-OPERATIONS-WORK-ITEMS,API-OPERATIONS-UPDATE-WORK-ITEM,contains,outbound,Parent contains child node (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #hierarchy
REL-AUTO-0260,API-OPERATIONS-UPDATE-WORK-ITEM,DB-TASK,depends_on,outbound,Node dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0261,COMP-OPERATIONS-ROUTE,API-OPERATIONS-UPDATE-WORK-ITEM,depends_on,outbound,Used-by reverse dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0262,FEAT-OPERATIONS-WORK-ITEMS,DB-TASK,contains,outbound,Parent contains child node (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #hierarchy
REL-AUTO-0263,DB-TASK,API-OPERATIONS-WORK-ITEMS,depends_on,outbound,Node dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0264,DB-TASK,API-OPERATIONS-CREATE-WORK-ITEM,depends_on,outbound,Node dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0265,DB-TASK,API-OPERATIONS-UPDATE-WORK-ITEM,depends_on,outbound,Node dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0266,COMP-OPERATIONS-ROUTE,DB-TASK,depends_on,outbound,Used-by reverse dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0267,FEAT-OPERATIONS-WORK-ITEMS,COMP-OPERATIONS-ROUTE,contains,outbound,Parent contains child node (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #hierarchy
REL-AUTO-0268,COMP-OPERATIONS-ROUTE,COMP-CC-DATA-TABLE,depends_on,outbound,Node dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0269,COMP-SHELL,COMP-OPERATIONS-ROUTE,depends_on,outbound,Used-by reverse dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0270,COMP-OPERATIONS-ROUTE,UI-OPERATIONS-TASK-CARD,contains,outbound,Parent contains child node (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #hierarchy
REL-AUTO-0271,UI-OPERATIONS-TASK-CARD,COMP-OPERATIONS-ROUTE,depends_on,outbound,Node dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0272,UI-OPERATIONS-TASK-CARD,API-OPERATIONS-UPDATE-WORK-ITEM,depends_on,outbound,Node dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0273,COMP-OPERATIONS-ROUTE,UI-OPERATIONS-TASK-CARD,depends_on,outbound,Used-by reverse dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0274,FEAT-OPERATIONS-WORK-ITEMS,EVENT-OPERATIONS-WORK-ITEM-CREATED,contains,outbound,Parent contains child node (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #hierarchy
REL-AUTO-0275,EVENT-OPERATIONS-WORK-ITEM-CREATED,API-OPERATIONS-CREATE-WORK-ITEM,depends_on,outbound,Node dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0276,API-DASHBOARD-COMMAND,EVENT-OPERATIONS-WORK-ITEM-CREATED,depends_on,outbound,Used-by reverse dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0277,FEAT-OPERATIONS-WORK-ITEMS,DOC-DMS-ARCH,depends_on,outbound,Node dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0278,COMP-SHELL,FEAT-OPERATIONS-WORK-ITEMS,depends_on,outbound,Used-by reverse dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0279,FEAT-OPERATIONS-WORK-ITEMS,DOC-OPS-WORK-ITEM-CONTRACT,contains,outbound,Parent contains child node (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #hierarchy
REL-AUTO-0280,AGENT-COORDINATOR,DOC-OPS-WORK-ITEM-CONTRACT,depends_on,outbound,Used-by reverse dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0281,FEAT-DASHBOARD-COMMAND,API-DASHBOARD-COMMAND,contains,outbound,Parent contains child node (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #hierarchy
REL-AUTO-0282,API-DASHBOARD-COMMAND,DB-TASK,depends_on,outbound,Node dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0283,API-DASHBOARD-COMMAND,DB-WORKFORCE-ENTITY,depends_on,outbound,Node dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0284,API-DASHBOARD-COMMAND,DB-GOOGLE-DRIVE-FILE,depends_on,outbound,Node dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0285,COMP-GENERAL-DASHBOARD,API-DASHBOARD-COMMAND,depends_on,outbound,Used-by reverse dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0286,FEAT-DASHBOARD-COMMAND,COMP-GENERAL-DASHBOARD,contains,outbound,Parent contains child node (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #hierarchy
REL-AUTO-0287,COMP-GENERAL-DASHBOARD,COMP-SHELL,depends_on,outbound,Node dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0288,COMP-SHELL,COMP-GENERAL-DASHBOARD,depends_on,outbound,Used-by reverse dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0289,COMP-GENERAL-DASHBOARD,UI-DASHBOARD-NEXT-ACTION,contains,outbound,Parent contains child node (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #hierarchy
REL-AUTO-0290,UI-DASHBOARD-NEXT-ACTION,COMP-GENERAL-DASHBOARD,depends_on,outbound,Node dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0291,UI-DASHBOARD-NEXT-ACTION,API-DASHBOARD-COMMAND,depends_on,outbound,Node dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0292,COMP-GENERAL-DASHBOARD,UI-DASHBOARD-NEXT-ACTION,depends_on,outbound,Used-by reverse dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0293,FEAT-DASHBOARD-COMMAND,UI-DASHBOARD-NEXT-ACTION,contains,outbound,Node contains child node (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #hierarchy
REL-AUTO-0294,FEAT-DASHBOARD-COMMAND,DOC-DMS-ARCH,depends_on,outbound,Node dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0295,COMP-SHELL,FEAT-DASHBOARD-COMMAND,depends_on,outbound,Used-by reverse dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0296,FEAT-DASHBOARD-COMMAND,DOC-DASHBOARD-CONTRACT,contains,outbound,Parent contains child node (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #hierarchy
REL-AUTO-0297,AGENT-COORDINATOR,DOC-DASHBOARD-CONTRACT,depends_on,outbound,Used-by reverse dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0298,FEAT-PEOPLE-AGENTS-DIRECTORY,API-WORKFORCE-LIST,contains,outbound,Parent contains child node (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #hierarchy
REL-AUTO-0299,API-WORKFORCE-LIST,DB-WORKFORCE-ENTITY,depends_on,outbound,Node dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0300,COMP-PEOPLE-AGENTS-ROUTE,API-WORKFORCE-LIST,depends_on,outbound,Used-by reverse dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0301,FEAT-PEOPLE-AGENTS-DIRECTORY,DB-WORKFORCE-ENTITY,contains,outbound,Parent contains child node (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #hierarchy
REL-AUTO-0302,DB-WORKFORCE-ENTITY,API-WORKFORCE-LIST,depends_on,outbound,Node dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0303,COMP-PEOPLE-AGENTS-ROUTE,DB-WORKFORCE-ENTITY,depends_on,outbound,Used-by reverse dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0304,FEAT-PEOPLE-AGENTS-DIRECTORY,COMP-PEOPLE-AGENTS-ROUTE,contains,outbound,Parent contains child node (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #hierarchy
REL-AUTO-0305,COMP-PEOPLE-AGENTS-ROUTE,COMP-CC-DATA-TABLE,depends_on,outbound,Node dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0306,COMP-SHELL,COMP-PEOPLE-AGENTS-ROUTE,depends_on,outbound,Used-by reverse dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0307,COMP-PEOPLE-AGENTS-ROUTE,UI-PEOPLE-AGENTS-TABLE,contains,outbound,Parent contains child node (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #hierarchy
REL-AUTO-0308,UI-PEOPLE-AGENTS-TABLE,COMP-CC-DATA-TABLE,depends_on,outbound,Node dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0309,UI-PEOPLE-AGENTS-TABLE,API-WORKFORCE-LIST,depends_on,outbound,Node dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0310,COMP-PEOPLE-AGENTS-ROUTE,UI-PEOPLE-AGENTS-TABLE,depends_on,outbound,Used-by reverse dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0311,FEAT-PEOPLE-AGENTS-DIRECTORY,UI-PEOPLE-AGENTS-TABLE,contains,outbound,Node contains child node (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #hierarchy
REL-AUTO-0312,FEAT-PEOPLE-AGENTS-DIRECTORY,DOC-UNIFIED-ORG,depends_on,outbound,Node dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0313,COMP-SHELL,FEAT-PEOPLE-AGENTS-DIRECTORY,depends_on,outbound,Used-by reverse dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0314,FEAT-PEOPLE-AGENTS-DIRECTORY,DOC-PEOPLE-AGENTS-CONTRACT,contains,outbound,Parent contains child node (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #hierarchy
REL-AUTO-0315,AGENT-COORDINATOR,DOC-PEOPLE-AGENTS-CONTRACT,depends_on,outbound,Used-by reverse dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0316,DOC-ARCH-SOURCE-OF-TRUTH,DOC-UNIFIED-ORG,contains,outbound,Parent contains child node (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #hierarchy
REL-AUTO-0317,DOC-UNIFIED-ORG,DOC-ARCH-SOURCE-OF-TRUTH,depends_on,outbound,Node dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0318,AGENT-COORDINATOR,DOC-UNIFIED-ORG,depends_on,outbound,Used-by reverse dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0319,FEAT-ASSETS-CONTEXT,API-ASSETS-CONTEXT,contains,outbound,Parent contains child node (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #hierarchy
REL-AUTO-0320,API-ASSETS-CONTEXT,DB-GOOGLE-DRIVE-FILE,depends_on,outbound,Node dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0321,COMP-ASSETS-ROUTE,API-ASSETS-CONTEXT,depends_on,outbound,Used-by reverse dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0322,FEAT-ASSETS-CONTEXT,DB-GOOGLE-DRIVE-FILE,contains,outbound,Parent contains child node (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #hierarchy
REL-AUTO-0323,DB-GOOGLE-DRIVE-FILE,API-ASSETS-CONTEXT,depends_on,outbound,Node dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0324,COMP-ASSETS-ROUTE,DB-GOOGLE-DRIVE-FILE,depends_on,outbound,Used-by reverse dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0325,FEAT-ASSETS-CONTEXT,COMP-ASSETS-ROUTE,contains,outbound,Parent contains child node (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #hierarchy
REL-AUTO-0326,COMP-SHELL,COMP-ASSETS-ROUTE,depends_on,outbound,Used-by reverse dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
